BinID,Timestamp,Distance(cm),Fill(%),Status
3,2026-02-18 08:30:00,155.4,5.0,Collected
3,2026-02-18 08:45:00,153.6,5.2,Collected
3,2026-02-18 09:00:00,151.9,5.6,Collected
3,2026-02-18 09:15:00,152.1,6.2,Collected
3,2026-02-18 09:30:00,152.1,6.7,Collected
3,2026-02-18 09:45:00,153.1,6.9,Collected
3,2026-02-18 10:00:00,149.8,8.0,Collected
3,2026-02-18 10:15:00,148.1,9.0,Collected
3,2026-02-18 10:30:00,145.0,9.8,Collected
3,2026-02-18 10:45:00,146.5,10.7,Half Empty
3,2026-02-18 11:00:00,143.7,11.7,Half Empty
3,2026-02-18 11:15:00,143.6,12.4,Half Empty
3,2026-02-18 11:30:00,140.1,13.3,Half Empty
3,2026-02-18 11:45:00,140.4,14.2,Half Empty
3,2026-02-18 12:00:00,137.7,15.2,Half Empty
3,2026-02-18 12:15:00,136.8,15.9,Half Empty
3,2026-02-18 12:30:00,133.3,16.9,Half Empty
3,2026-02-18 12:45:00,132.1,18.1,Half Empty
3,2026-02-18 13:00:00,133.3,19.4,Half Empty
3,2026-02-18 13:15:00,130.0,20.1,Half Empty
3,2026-02-18 13:30:00,129.3,21.2,Half Empty
3,2026-02-18 13:45:00,127.8,22.4,Half Empty
3,2026-02-18 14:00:00,126.7,23.3,Half Empty
3,2026-02-18 14:15:00,124.5,24.1,Half Empty
3,2026-02-18 14:30:00,122.5,25.2,Half Empty
3,2026-02-18 14:45:00,120.2,26.3,Half Empty
3,2026-02-18 15:00:00,119.2,27.4,Half Empty
3,2026-02-18 15:15:00,117.0,28.4,Half Empty
3,2026-02-18 15:30:00,117.2,29.3,Half Empty
3,2026-02-18 15:45:00,115.7,30.2,Half Empty
3,2026-02-18 16:00:00,112.5,30.9,Half Empty
3,2026-02-18 16:15:00,114.2,31.8,Half Empty
3,2026-02-18 16:30:00,110.8,32.4,Half Empty
3,2026-02-18 16:45:00,111.3,33.1,Half Empty
3,2026-02-18 17:00:00,108.1,34.0,Half Empty
3,2026-02-18 17:15:00,107.6,34.5,Half Empty
3,2026-02-18 17:30:00,107.8,35.1,Half Empty
3,2026-02-18 17:45:00,107.0,35.8,Half Empty
3,2026-02-18 18:00:00,106.6,36.4,Half Empty
3,2026-02-18 18:15:00,106.0,37.1,Half Empty
3,2026-02-18 18:30:00,103.7,37.8,Half Empty
3,2026-02-18 18:45:00,103.2,38.4,Half Empty
3,2026-02-18 19:00:00,100.9,39.3,Half Empty
3,2026-02-18 19:15:00,97.9,40.0,Half Empty
3,2026-02-18 19:30:00,99.0,40.4,Half Empty
3,2026-02-18 19:45:00,98.5,40.6,Half Empty
3,2026-02-18 20:00:00,100.1,41.2,Half Empty
3,2026-02-18 20:15:00,97.7,41.5,Half Empty
3,2026-02-18 20:30:00,100.8,42.2,Half Empty
3,2026-02-18 20:45:00,94.5,42.5,Half Empty
3,2026-02-18 21:00:00,95.9,43.2,Half Empty
3,2026-02-18 21:15:00,94.1,43.7,Half Empty
3,2026-02-18 21:30:00,91.2,44.8,Half Empty
3,2026-02-18 21:45:00,92.6,45.4,Half Empty
3,2026-02-18 22:00:00,92.0,45.4,Half Empty
3,2026-02-18 22:15:00,92.0,45.9,Half Empty
3,2026-02-18 22:30:00,89.1,46.1,Half Empty
3,2026-02-18 22:45:00,89.5,46.3,Half Empty
3,2026-02-18 23:00:00,90.5,46.4,Half Empty
3,2026-02-18 23:15:00,89.9,46.8,Half Empty
3,2026-02-18 23:30:00,90.0,46.8,Half Empty
3,2026-02-18 23:45:00,88.5,47.0,Half Empty
3,2026-02-19 00:00:00,86.8,47.5,Half Empty
3,2026-02-19 00:15:00,89.0,47.7,Half Empty
3,2026-02-19 00:30:00,87.6,48.0,Half Empty
3,2026-02-19 00:45:00,87.6,48.1,Half Empty
3,2026-02-19 01:00:00,87.2,48.3,Half Empty
3,2026-02-19 01:15:00,86.0,48.3,Half Empty
3,2026-02-19 01:30:00,87.0,48.7,Half Empty
3,2026-02-19 01:45:00,86.1,48.7,Half Empty
3,2026-02-19 02:00:00,86.6,48.9,Half Empty
3,2026-02-19 02:15:00,84.1,49.0,Half Empty
3,2026-02-19 02:30:00,85.6,49.1,Half Empty
3,2026-02-19 02:45:00,85.8,49.1,Half Empty
3,2026-02-19 03:00:00,86.7,49.1,Half Empty
3,2026-02-19 03:15:00,85.0,49.3,Half Empty
3,2026-02-19 03:30:00,86.5,49.5,Half Empty
3,2026-02-19 03:45:00,83.2,49.7,Half Empty
3,2026-02-19 04:00:00,82.8,49.9,Half Empty
3,2026-02-19 04:15:00,85.2,49.9,Half Empty
3,2026-02-19 04:30:00,82.5,50.0,Half Empty
3,2026-02-19 04:45:00,84.5,50.0,Half Empty
3,2026-02-19 05:00:00,84.0,50.0,Half Empty
3,2026-02-19 05:15:00,84.2,50.0,Half Empty
3,2026-02-19 05:30:00,84.0,50.0,Half Empty
3,2026-02-19 05:45:00,82.4,50.0,Half Empty
3,2026-02-19 06:00:00,85.2,50.5,Half Full
3,2026-02-19 06:15:00,84.8,51.2,Half Full
3,2026-02-19 06:30:00,84.3,51.8,Half Full
3,2026-02-19 06:45:00,79.3,52.5,Half Full
3,2026-02-19 07:00:00,78.5,52.8,Half Full
3,2026-02-19 07:15:00,79.4,53.4,Half Full
3,2026-02-19 07:30:00,77.3,54.1,Half Full
3,2026-02-19 07:45:00,78.9,54.6,Half Full
3,2026-02-19 08:00:00,74.4,55.3,Half Full
3,2026-02-19 08:15:00,75.8,55.8,Half Full
3,2026-02-19 08:30:00,74.3,56.3,Half Full
3,2026-02-19 08:45:00,72.2,56.9,Half Full
3,2026-02-19 09:00:00,73.6,57.5,Half Full
3,2026-02-19 09:15:00,70.8,58.4,Half Full
3,2026-02-19 09:30:00,68.6,59.1,Half Full
3,2026-02-19 09:45:00,67.5,59.5,Half Full
3,2026-02-19 10:00:00,67.9,60.2,Half Full
3,2026-02-19 10:15:00,66.7,61.5,Half Full
3,2026-02-19 10:30:00,63.9,62.3,Half Full
3,2026-02-19 10:45:00,62.5,63.0,Half Full
3,2026-02-19 11:00:00,63.3,63.9,Half Full
3,2026-02-19 11:15:00,60.6,64.6,Half Full
3,2026-02-19 11:30:00,60.7,65.4,Half Full
3,2026-02-19 11:45:00,58.0,66.3,Half Full
3,2026-02-19 12:00:00,58.4,66.9,Half Full
3,2026-02-19 12:15:00,56.4,67.8,Half Full
3,2026-02-19 12:30:00,53.6,68.8,Half Full
3,2026-02-19 12:45:00,54.4,69.6,Half Full
3,2026-02-19 13:00:00,52.9,70.2,Half Full
3,2026-02-19 13:15:00,50.2,71.1,Half Full
3,2026-02-19 13:30:00,49.8,71.5,Half Full
3,2026-02-19 13:45:00,49.6,72.1,Half Full
3,2026-02-19 14:00:00,47.3,73.2,Half Full
3,2026-02-19 14:15:00,47.8,74.0,Half Full
3,2026-02-19 14:30:00,45.7,75.0,Half Full
3,2026-02-19 14:45:00,44.3,75.8,Half Full
3,2026-02-19 15:00:00,159.4,1.6,Collected
3,2026-02-19 15:15:00,159.0,2.7,Collected
3,2026-02-19 15:30:00,159.0,3.8,Collected
3,2026-02-19 15:45:00,155.1,4.9,Collected
3,2026-02-19 16:00:00,154.9,5.3,Collected
3,2026-02-19 16:15:00,153.6,6.0,Collected
3,2026-02-19 16:30:00,152.1,6.5,Collected
3,2026-02-19 16:45:00,153.0,7.2,Collected
3,2026-02-19 17:00:00,149.7,7.9,Collected
3,2026-02-19 17:15:00,149.5,8.6,Collected
3,2026-02-19 17:30:00,146.6,9.5,Collected
3,2026-02-19 17:45:00,145.6,10.1,Half Empty
3,2026-02-19 18:00:00,145.2,10.6,Half Empty
3,2026-02-19 18:15:00,144.2,11.2,Half Empty
3,2026-02-19 18:30:00,144.1,12.1,Half Empty
3,2026-02-19 18:45:00,145.3,12.6,Half Empty
3,2026-02-19 19:00:00,142.3,13.2,Half Empty
3,2026-02-19 19:15:00,140.9,14.3,Half Empty
3,2026-02-19 19:30:00,139.9,14.8,Half Empty
3,2026-02-19 19:45:00,138.4,15.4,Half Empty
3,2026-02-19 20:00:00,138.4,16.2,Half Empty
3,2026-02-19 20:15:00,135.7,16.9,Half Empty
3,2026-02-19 20:30:00,134.4,17.4,Half Empty
3,2026-02-19 20:45:00,135.6,18.0,Half Empty
3,2026-02-19 21:00:00,132.5,18.3,Half Empty
3,2026-02-19 21:15:00,132.2,19.2,Half Empty
3,2026-02-19 21:30:00,131.3,19.9,Half Empty
3,2026-02-19 21:45:00,131.6,20.3,Half Empty
3,2026-02-19 22:00:00,129.0,20.6,Half Empty
3,2026-02-19 22:15:00,128.8,21.2,Half Empty
3,2026-02-19 22:30:00,126.7,21.3,Half Empty
3,2026-02-19 22:45:00,130.8,21.3,Half Empty
3,2026-02-19 23:00:00,129.4,21.7,Half Empty
3,2026-02-19 23:15:00,128.3,22.1,Half Empty
3,2026-02-19 23:30:00,125.8,22.1,Half Empty
3,2026-02-19 23:45:00,127.3,22.2,Half Empty
3,2026-02-20 00:00:00,126.2,22.2,Half Empty
3,2026-02-20 00:15:00,126.5,22.2,Half Empty
3,2026-02-20 00:30:00,126.7,22.2,Half Empty
3,2026-02-20 00:45:00,125.8,22.2,Half Empty
3,2026-02-20 01:00:00,125.8,22.2,Half Empty
3,2026-02-20 01:15:00,128.4,22.5,Half Empty
3,2026-02-20 01:30:00,127.1,22.8,Half Empty
3,2026-02-20 01:45:00,125.7,23.0,Half Empty
3,2026-02-20 02:00:00,125.4,23.1,Half Empty
3,2026-02-20 02:15:00,127.9,23.1,Half Empty
3,2026-02-20 02:30:00,126.3,23.2,Half Empty
3,2026-02-20 02:45:00,126.4,23.5,Half Empty
3,2026-02-20 03:00:00,124.5,23.5,Half Empty
3,2026-02-20 03:15:00,124.2,23.7,Half Empty
3,2026-02-20 03:30:00,128.0,23.7,Half Empty
3,2026-02-20 03:45:00,125.0,23.8,Half Empty
3,2026-02-20 04:00:00,125.8,24.2,Half Empty
3,2026-02-20 04:15:00,124.9,24.3,Half Empty
3,2026-02-20 04:30:00,123.3,24.8,Half Empty
3,2026-02-20 04:45:00,123.0,24.8,Half Empty
3,2026-02-20 05:00:00,122.4,25.5,Half Empty
3,2026-02-20 05:15:00,119.9,25.8,Half Empty
3,2026-02-20 05:30:00,122.2,26.0,Half Empty
3,2026-02-20 05:45:00,122.8,26.1,Half Empty
3,2026-02-20 06:00:00,121.9,26.6,Half Empty
3,2026-02-20 06:15:00,120.5,26.9,Half Empty
3,2026-02-20 06:30:00,119.9,27.4,Half Empty
3,2026-02-20 06:45:00,119.1,28.0,Half Empty
3,2026-02-20 07:00:00,119.7,28.3,Half Empty
3,2026-02-20 07:15:00,115.9,28.9,Half Empty
3,2026-02-20 07:30:00,115.9,29.3,Half Empty
3,2026-02-20 07:45:00,116.0,29.5,Half Empty
3,2026-02-20 08:00:00,115.4,30.3,Half Empty
3,2026-02-20 08:15:00,113.8,30.7,Half Empty
3,2026-02-20 08:30:00,115.5,31.4,Half Empty
3,2026-02-20 08:45:00,112.9,31.9,Half Empty
3,2026-02-20 09:00:00,112.5,32.2,Half Empty
3,2026-02-20 09:15:00,110.1,32.2,Half Empty
3,2026-02-20 09:30:00,112.9,32.6,Half Empty
3,2026-02-20 09:45:00,110.9,33.3,Half Empty
3,2026-02-20 10:00:00,107.7,33.9,Half Empty
3,2026-02-20 10:15:00,107.4,34.8,Half Empty
3,2026-02-20 10:30:00,108.5,35.5,Half Empty
3,2026-02-20 10:45:00,107.5,35.9,Half Empty
3,2026-02-20 11:00:00,104.8,36.4,Half Empty
3,2026-02-20 11:15:00,106.1,36.8,Half Empty
3,2026-02-20 11:30:00,102.4,37.6,Half Empty
3,2026-02-20 11:45:00,101.5,38.4,Half Empty
3,2026-02-20 12:00:00,98.5,39.3,Half Empty
3,2026-02-20 12:15:00,99.8,40.3,Half Empty
3,2026-02-20 12:30:00,97.6,40.7,Half Empty
3,2026-02-20 12:45:00,99.4,41.1,Half Empty
3,2026-02-20 13:00:00,96.6,41.7,Half Empty
3,2026-02-20 13:15:00,96.8,42.2,Half Empty
3,2026-02-20 13:30:00,94.9,43.0,Half Empty
3,2026-02-20 13:45:00,95.5,43.5,Half Empty
3,2026-02-20 14:00:00,92.8,44.1,Half Empty
3,2026-02-20 14:15:00,94.0,44.9,Half Empty
3,2026-02-20 14:30:00,91.3,45.4,Half Empty
3,2026-02-20 14:45:00,88.6,46.2,Half Empty
3,2026-02-20 15:00:00,88.8,46.8,Half Empty
3,2026-02-20 15:15:00,87.7,47.6,Half Empty
3,2026-02-20 15:30:00,87.0,48.4,Half Empty
3,2026-02-20 15:45:00,85.7,48.9,Half Empty
3,2026-02-20 16:00:00,82.5,49.6,Half Empty
3,2026-02-20 16:15:00,84.4,50.1,Half Full
3,2026-02-20 16:30:00,81.7,50.5,Half Full
3,2026-02-20 16:45:00,84.4,50.7,Half Full
3,2026-02-20 17:00:00,82.9,51.5,Half Full
3,2026-02-20 17:15:00,81.4,52.0,Half Full
3,2026-02-20 17:30:00,81.0,52.3,Half Full
3,2026-02-20 17:45:00,80.0,52.8,Half Full
3,2026-02-20 18:00:00,80.4,53.6,Half Full
3,2026-02-20 18:15:00,77.0,54.4,Half Full
3,2026-02-20 18:30:00,77.4,55.0,Half Full
3,2026-02-20 18:45:00,74.6,55.5,Half Full
3,2026-02-20 19:00:00,75.5,56.0,Half Full
3,2026-02-20 19:15:00,74.4,56.3,Half Full
3,2026-02-20 19:30:00,72.3,56.7,Half Full
3,2026-02-20 19:45:00,73.3,57.5,Half Full
3,2026-02-20 20:00:00,70.0,58.2,Half Full
3,2026-02-20 20:15:00,71.5,58.7,Half Full
3,2026-02-20 20:30:00,70.7,59.4,Half Full
3,2026-02-20 20:45:00,70.8,59.6,Half Full
3,2026-02-20 21:00:00,67.8,60.3,Half Full
3,2026-02-20 21:15:00,67.5,60.7,Half Full
3,2026-02-20 21:30:00,67.6,61.0,Half Full
3,2026-02-20 21:45:00,66.1,61.6,Half Full
3,2026-02-20 22:00:00,66.1,62.0,Half Full
3,2026-02-20 22:15:00,64.0,62.3,Half Full
3,2026-02-20 22:30:00,65.2,62.5,Half Full
3,2026-02-20 22:45:00,65.6,63.1,Half Full
3,2026-02-20 23:00:00,62.7,63.1,Half Full
3,2026-02-20 23:15:00,63.9,63.5,Half Full
3,2026-02-20 23:30:00,64.3,64.0,Half Full
3,2026-02-20 23:45:00,62.6,64.2,Half Full
3,2026-02-21 00:00:00,61.9,64.3,Half Full
3,2026-02-21 00:15:00,64.1,64.6,Half Full
3,2026-02-21 00:30:00,62.1,64.7,Half Full
3,2026-02-21 00:45:00,60.7,64.7,Half Full
3,2026-02-21 01:00:00,63.4,64.7,Half Full
3,2026-02-21 01:15:00,60.9,64.8,Half Full
3,2026-02-21 01:30:00,61.0,64.8,Half Full
3,2026-02-21 01:45:00,60.1,64.8,Half Full
3,2026-02-21 02:00:00,60.9,64.9,Half Full
3,2026-02-21 02:15:00,61.1,65.0,Half Full
3,2026-02-21 02:30:00,60.8,65.0,Half Full
3,2026-02-21 02:45:00,61.9,65.3,Half Full
3,2026-02-21 03:00:00,58.8,65.4,Half Full
3,2026-02-21 03:15:00,61.6,65.4,Half Full
3,2026-02-21 03:30:00,59.2,65.4,Half Full
3,2026-02-21 03:45:00,61.8,65.6,Half Full
3,2026-02-21 04:00:00,59.7,65.6,Half Full
3,2026-02-21 04:15:00,58.6,65.7,Half Full
3,2026-02-21 04:30:00,58.9,65.7,Half Full
3,2026-02-21 04:45:00,60.5,65.7,Half Full
3,2026-02-21 05:00:00,58.6,66.0,Half Full
3,2026-02-21 05:15:00,59.6,66.1,Half Full
3,2026-02-21 05:30:00,60.7,66.1,Half Full
3,2026-02-21 05:45:00,60.5,66.1,Half Full
3,2026-02-21 06:00:00,59.1,66.4,Half Full
3,2026-02-21 06:15:00,58.5,67.0,Half Full
3,2026-02-21 06:30:00,55.4,67.3,Half Full
3,2026-02-21 06:45:00,56.0,68.0,Half Full
3,2026-02-21 07:00:00,55.8,68.1,Half Full
3,2026-02-21 07:15:00,55.5,68.5,Half Full
3,2026-02-21 07:30:00,53.5,68.8,Half Full
3,2026-02-21 07:45:00,53.6,69.4,Half Full
3,2026-02-21 08:00:00,53.7,69.7,Half Full
3,2026-02-21 08:15:00,53.3,70.2,Half Full
3,2026-02-21 08:30:00,50.6,70.6,Half Full
3,2026-02-21 08:45:00,51.5,71.1,Half Full
3,2026-02-21 09:00:00,52.1,71.6,Half Full
3,2026-02-21 09:15:00,50.5,72.1,Half Full
3,2026-02-21 09:30:00,49.6,72.6,Half Full
3,2026-02-21 09:45:00,49.1,72.8,Half Full
3,2026-02-21 10:00:00,48.7,73.4,Half Full
3,2026-02-21 10:15:00,46.2,74.2,Half Full
3,2026-02-21 10:30:00,46.5,74.6,Half Full
3,2026-02-21 10:45:00,44.6,75.4,Half Full
3,2026-02-21 11:00:00,44.3,76.0,Half Full
3,2026-02-21 11:15:00,41.5,76.7,Half Full
3,2026-02-21 11:30:00,40.9,77.2,Half Full
3,2026-02-21 11:45:00,40.7,77.9,Half Full
3,2026-02-21 12:00:00,40.0,78.7,Half Full
3,2026-02-21 12:15:00,40.0,79.4,Half Full
3,2026-02-21 12:30:00,36.9,79.8,Half Full
3,2026-02-21 12:45:00,35.4,80.7,Half Full
3,2026-02-21 13:00:00,35.6,81.1,Half Full
3,2026-02-21 13:15:00,34.1,81.9,Half Full
3,2026-02-21 13:30:00,34.0,82.5,Half Full
3,2026-02-21 13:45:00,32.4,82.9,Half Full
3,2026-02-21 14:00:00,32.1,83.3,Half Full
3,2026-02-21 14:15:00,30.7,84.3,Half Full
3,2026-02-21 14:30:00,27.4,85.2,Half Full
3,2026-02-21 14:45:00,27.5,85.9,Half Full
3,2026-02-21 15:00:00,161.6,0.8,Collected
3,2026-02-21 15:15:00,162.7,1.6,Collected
3,2026-02-21 15:30:00,159.6,2.1,Collected
3,2026-02-21 15:45:00,156.9,2.6,Collected
3,2026-02-21 16:00:00,156.6,3.2,Collected
3,2026-02-21 16:15:00,155.7,3.7,Collected
3,2026-02-21 16:30:00,157.0,4.3,Collected
3,2026-02-21 16:45:00,156.8,4.4,Collected
3,2026-02-21 17:00:00,155.2,4.8,Collected
3,2026-02-21 17:15:00,156.7,5.2,Collected
3,2026-02-21 17:30:00,152.1,5.7,Collected
3,2026-02-21 17:45:00,154.2,6.3,Collected
3,2026-02-21 18:00:00,152.6,6.9,Collected
3,2026-02-21 18:15:00,150.1,7.4,Collected
3,2026-02-21 18:30:00,152.3,7.7,Collected
3,2026-02-21 18:45:00,151.5,8.0,Collected
3,2026-02-21 19:00:00,149.8,8.6,Collected
3,2026-02-21 19:15:00,148.7,9.1,Collected
3,2026-02-21 19:30:00,147.2,9.5,Collected
3,2026-02-21 19:45:00,146.1,9.9,Collected
3,2026-02-21 20:00:00,145.9,10.6,Half Empty
3,2026-02-21 20:15:00,144.2,11.0,Half Empty
3,2026-02-21 20:30:00,144.5,11.7,Half Empty
3,2026-02-21 20:45:00,141.0,12.3,Half Empty
3,2026-02-21 21:00:00,141.0,13.2,Half Empty
3,2026-02-21 21:15:00,140.5,13.5,Half Empty
3,2026-02-21 21:30:00,139.2,13.6,Half Empty
3,2026-02-21 21:45:00,140.6,14.2,Half Empty
3,2026-02-21 22:00:00,139.2,14.4,Half Empty
3,2026-02-21 22:15:00,140.5,14.5,Half Empty
3,2026-02-21 22:30:00,141.4,14.8,Half Empty
3,2026-02-21 22:45:00,140.5,15.0,Half Empty
3,2026-02-21 23:00:00,137.6,15.0,Half Empty
3,2026-02-21 23:15:00,138.3,15.0,Half Empty
3,2026-02-21 23:30:00,138.1,15.5,Half Empty
3,2026-02-21 23:45:00,137.9,15.5,Half Empty
3,2026-02-22 00:00:00,138.3,15.7,Half Empty
3,2026-02-22 00:15:00,137.2,16.0,Half Empty
3,2026-02-22 00:30:00,136.8,16.2,Half Empty
3,2026-02-22 00:45:00,136.3,16.3,Half Empty
3,2026-02-22 01:00:00,138.7,16.3,Half Empty
3,2026-02-22 01:15:00,135.0,16.5,Half Empty
3,2026-02-22 01:30:00,138.2,16.7,Half Empty
3,2026-02-22 01:45:00,137.5,17.0,Half Empty
3,2026-02-22 02:00:00,136.7,17.0,Half Empty
3,2026-02-22 02:15:00,137.0,17.0,Half Empty
3,2026-02-22 02:30:00,135.3,17.2,Half Empty
3,2026-02-22 02:45:00,135.4,17.7,Half Empty
3,2026-02-22 03:00:00,134.0,18.2,Half Empty
3,2026-02-22 03:15:00,133.2,18.2,Half Empty
3,2026-02-22 03:30:00,134.7,18.2,Half Empty
3,2026-02-22 03:45:00,132.6,18.2,Half Empty
3,2026-02-22 04:00:00,133.5,18.6,Half Empty
3,2026-02-22 04:15:00,135.7,18.6,Half Empty
3,2026-02-22 04:30:00,134.1,18.7,Half Empty
3,2026-02-22 04:45:00,132.6,18.7,Half Empty
3,2026-02-22 05:00:00,130.3,18.7,Half Empty
3,2026-02-22 05:15:00,133.9,18.7,Half Empty
3,2026-02-22 05:30:00,133.1,19.1,Half Empty
3,2026-02-22 05:45:00,131.8,19.1,Half Empty
3,2026-02-22 06:00:00,132.0,19.6,Half Empty
3,2026-02-22 06:15:00,133.5,19.9,Half Empty
3,2026-02-22 06:30:00,131.3,20.5,Half Empty
3,2026-02-22 06:45:00,131.1,20.9,Half Empty
3,2026-02-22 07:00:00,130.6,21.3,Half Empty
3,2026-02-22 07:15:00,130.7,21.8,Half Empty
3,2026-02-22 07:30:00,127.8,22.4,Half Empty
3,2026-02-22 07:45:00,127.1,22.8,Half Empty
3,2026-02-22 08:00:00,124.6,23.5,Half Empty
3,2026-02-22 08:15:00,124.9,24.1,Half Empty
3,2026-02-22 08:30:00,124.4,24.7,Half Empty
3,2026-02-22 08:45:00,123.0,25.2,Half Empty
3,2026-02-22 09:00:00,121.1,25.5,Half Empty
3,2026-02-22 09:15:00,122.7,26.2,Half Empty
3,2026-02-22 09:30:00,121.2,26.8,Half Empty
3,2026-02-22 09:45:00,119.1,27.4,Half Empty
3,2026-02-22 10:00:00,119.4,28.2,Half Empty
3,2026-02-22 10:15:00,116.6,28.9,Half Empty
3,2026-02-22 10:30:00,115.8,30.2,Half Empty
3,2026-02-22 10:45:00,113.9,31.1,Half Empty
3,2026-02-22 11:00:00,114.2,31.7,Half Empty
3,2026-02-22 11:15:00,108.6,32.7,Half Empty
3,2026-02-22 11:30:00,109.3,33.7,Half Empty
3,2026-02-22 11:45:00,109.3,34.8,Half Empty
3,2026-02-22 12:00:00,108.0,35.6,Half Empty
3,2026-02-22 12:15:00,105.4,36.3,Half Empty
3,2026-02-22 12:30:00,105.6,37.3,Half Empty
3,2026-02-22 12:45:00,102.2,38.3,Half Empty
3,2026-02-22 13:00:00,103.6,39.0,Half Empty
3,2026-02-22 13:15:00,99.6,40.0,Half Empty
3,2026-02-22 13:30:00,99.0,40.9,Half Empty
3,2026-02-22 13:45:00,100.5,41.7,Half Empty
3,2026-02-22 14:00:00,95.3,42.8,Half Empty
3,2026-02-22 14:15:00,94.4,43.6,Half Empty
3,2026-02-22 14:30:00,92.1,44.4,Half Empty
3,2026-02-22 14:45:00,92.1,45.3,Half Empty
3,2026-02-22 15:00:00,91.0,46.2,Half Empty
3,2026-02-22 15:15:00,90.0,47.1,Half Empty
3,2026-02-22 15:30:00,89.7,47.9,Half Empty
3,2026-02-22 15:45:00,86.4,49.1,Half Empty
3,2026-02-22 16:00:00,83.7,50.2,Half Full
3,2026-02-22 16:15:00,82.6,50.7,Half Full
3,2026-02-22 16:30:00,82.3,51.5,Half Full
3,2026-02-22 16:45:00,80.7,52.3,Half Full
3,2026-02-22 17:00:00,79.3,52.8,Half Full
3,2026-02-22 17:15:00,78.5,53.4,Half Full
3,2026-02-22 17:30:00,76.7,53.9,Half Full
3,2026-02-22 17:45:00,75.9,54.5,Half Full
3,2026-02-22 18:00:00,74.8,55.3,Half Full
3,2026-02-22 18:15:00,74.7,56.0,Half Full
3,2026-02-22 18:30:00,75.5,56.3,Half Full
3,2026-02-22 18:45:00,71.0,57.0,Half Full
3,2026-02-22 19:00:00,73.4,57.4,Half Full
3,2026-02-22 19:15:00,71.0,57.9,Half Full
3,2026-02-22 19:30:00,71.6,58.5,Half Full
3,2026-02-22 19:45:00,71.3,59.2,Half Full
3,2026-02-22 20:00:00,66.7,59.7,Half Full
3,2026-02-22 20:15:00,68.4,60.4,Half Full
3,2026-02-22 20:30:00,67.5,60.7,Half Full
3,2026-02-22 20:45:00,66.5,61.4,Half Full
3,2026-02-22 21:00:00,63.6,62.3,Half Full
3,2026-02-22 21:15:00,64.7,62.6,Half Full
3,2026-02-22 21:30:00,62.9,63.1,Half Full
3,2026-02-22 21:45:00,60.5,64.0,Half Full
3,2026-02-22 22:00:00,64.3,64.2,Half Full
3,2026-02-22 22:15:00,60.9,64.7,Half Full
3,2026-02-22 22:30:00,61.2,64.7,Half Full
3,2026-02-22 22:45:00,62.2,65.0,Half Full
3,2026-02-22 23:00:00,59.3,65.0,Half Full
3,2026-02-22 23:15:00,60.1,65.4,Half Full
3,2026-02-22 23:30:00,60.2,65.5,Half Full
3,2026-02-22 23:45:00,59.7,66.1,Half Full
3,2026-02-23 00:00:00,59.5,66.1,Half Full
3,2026-02-23 00:15:00,57.9,66.3,Half Full
3,2026-02-23 00:30:00,57.9,66.6,Half Full
3,2026-02-23 00:45:00,57.2,66.7,Half Full
3,2026-02-23 01:00:00,57.9,66.7,Half Full
3,2026-02-23 01:15:00,57.1,66.7,Half Full
3,2026-02-23 01:30:00,58.9,66.8,Half Full
3,2026-02-23 01:45:00,59.2,67.1,Half Full
3,2026-02-23 02:00:00,58.0,67.1,Half Full
3,2026-02-23 02:15:00,57.3,67.1,Half Full
3,2026-02-23 02:30:00,57.8,67.2,Half Full
3,2026-02-23 02:45:00,57.4,67.3,Half Full
3,2026-02-23 03:00:00,55.1,67.7,Half Full
3,2026-02-23 03:15:00,57.0,68.0,Half Full
3,2026-02-23 03:30:00,54.2,68.1,Half Full
3,2026-02-23 03:45:00,56.4,68.1,Half Full
3,2026-02-23 04:00:00,56.5,68.3,Half Full
3,2026-02-23 04:15:00,54.7,68.4,Half Full
3,2026-02-23 04:30:00,56.3,68.4,Half Full
3,2026-02-23 04:45:00,54.6,68.7,Half Full
3,2026-02-23 05:00:00,56.8,69.0,Half Full
3,2026-02-23 05:15:00,52.5,69.0,Half Full
3,2026-02-23 05:30:00,54.2,69.2,Half Full
3,2026-02-23 05:45:00,55.3,69.2,Half Full
3,2026-02-23 06:00:00,51.3,70.0,Half Full
3,2026-02-23 06:15:00,50.8,70.4,Half Full
3,2026-02-23 06:30:00,52.4,70.6,Half Full
3,2026-02-23 06:45:00,53.7,71.0,Half Full
3,2026-02-23 07:00:00,48.2,71.4,Half Full
3,2026-02-23 07:15:00,49.4,72.2,Half Full
3,2026-02-23 07:30:00,49.3,72.6,Half Full
3,2026-02-23 07:45:00,47.3,73.2,Half Full
3,2026-02-23 08:00:00,156.8,2.3,Collected
3,2026-02-23 08:15:00,157.4,2.5,Collected
3,2026-02-23 08:30:00,156.4,2.7,Collected
3,2026-02-23 08:45:00,157.8,3.1,Collected
3,2026-02-23 09:00:00,155.1,3.8,Collected
3,2026-02-23 09:15:00,154.9,4.2,Collected
3,2026-02-23 09:30:00,154.4,4.6,Collected
3,2026-02-23 09:45:00,156.1,5.1,Collected
3,2026-02-23 10:00:00,153.8,5.9,Collected
3,2026-02-23 10:15:00,151.8,6.7,Collected
3,2026-02-23 10:30:00,150.1,7.7,Collected
3,2026-02-23 10:45:00,149.9,8.4,Collected
3,2026-02-23 11:00:00,148.6,9.4,Collected
3,2026-02-23 11:15:00,146.6,10.3,Half Empty
